Total Word Count - Unique Word Count : (184384, 49)
redhead : (2, 'nn')
sunshine : (2, 'nn')
gould : (2, 'np')
wash : (2, 'nn')
mexican : (2, 'jj')
sampled : (2, 'vbn')
peppery : (2, 'jj')
bea : (2, 'np')
morley : (2, 'np')
newfoundland : (2, 'np')
gables : (2, 'nns-tl')
schenk : (2, 'np')
discuss : (2, 'vb')
jacksonville : (2, 'np')
subsequent : (2, 'jj')
communism's : (2, 'nn$')
slack : (2, 'nn')
jon : (2, 'np')
abolition : (2, 'nn')
dade : (2, 'np-tl')
marking : (2, 'vbg')
vows : (2, 'nns')
uphold : (2, 'vb')
rae : (2, 'np')
riviera : (2, 'np-tl')
henderson : (2, 'np')
preach : (2, 'vb')
ordained : (2, 'vbn')
picnic : (2, 'nn')
jorda : (2, 'np')
cologne : (2, 'np')
pianists : (2, 'nns')
leningrad : (2, 'np-tl')
persistent : (2, 'jj')
capitalist : (2, 'jj')
contests : (2, 'nns')
dukes : (2, 'nns-tl')
piety : (2, 'nn')
irina : (2, 'np')
kolpakova : (2, 'np')
refinement : (2, 'nn')
incomparable : (2, 'jj')
alla : (2, 'np')
soloviev : (2, 'np')
acrobatic : (2, 'jj')
zubkovskaya : (2, 'np')
lilac : (2, 'jj')
sumptuous : (2, 'jj')
dreams : (2, 'nns')
courtly : (2, 'jj')
solos : (2, 'nns')
traveling : (2, 'vbg-tl')
auspices : (2, 'nns')
$9 : (2, 'nns')
fixing : (2, 'nn')
listing : (2, 'nn')
instrument : (2, 'nn')
luis : (2, 'np')
stuff : (2, 'nn')
immorality : (2, 'nn')
billed : (2, 'vbn')
romans : (2, 'nps')
watchers : (2, 'nns-tl')
senseless : (2, 'jj')
unfamiliar : (2, 'jj')
villa : (2, 'nn')
fellini : (2, 'np')
slip : (2, 'vb')
swinging : (2, 'vbg')
neatly : (2, 'rb')
glories : (2, 'nns')
francisco's : (2, 'np$')
venerable : (2, 'jj')
tip : (2, 'nn')
leather : (2, 'nn')
expensive : (2, 'jj')
fluid : (2, 'jj')
ha : (2, 'uh')
polished : (2, 'vbn')
windshield : (2, 'nn')
stuck : (2, 'vbn')
nozzle : (2, 'nn')
tank : (2, 'nn')
yesteryear : (2, 'nn')
darling : (2, 'jj')
doormen : (2, 'nns')
caps : (2, 'nns')
politely : (2, 'rb')
sofas : (2, 'nns')
uncommon : (2, 'jj')
redecoration : (2, 'nn')
americana : (2, 'np-hl')
attributed : (2, 'vbd')
paneling : (2, 'nn')
associates : (2, 'nns')
transylvania : (2, 'np-tl')
mansion : (2, 'nn')
shaking : (2, 'vbg')
dozens : (2, 'nns')
horizon : (2, 'nn')
tent : (2, 'nn')
teenage : (2, 'jj')
letitia : (2, 'np')
bouton : (2, 'np')
tours : (2, 'nns')
rembrandt's : (2, 'np$')
cathedral : (2, 'nn')
benches : (2, 'nns')
lobby : (2, 'nn-tl')
renaissance : (2, 'nn-tl')
fountain : (2, 'nn')
masons : (2, 'nps')
journalist : (2, 'nn')
tomb : (2, 'nn')
hurt : (2, 'vb')
poured : (2, 'vbd')
nearest : (2, 'rbt')
separately : (2, 'rb')
outsiders : (2, 'nns')
blacks : (2, 'nns')
haze : (2, 'nn')
exchanges : (2, 'nns')
realities : (2, 'nns')
implement : (2, 'nn')
heightened : (2, 'vbd')
stakes : (2, 'vbz')
encounters : (2, 'vbz')
denunciation : (2, 'nn')
aims : (2, 'nns')
intimated : (2, 'vbd')
awakening : (2, 'nn')
shift : (2, 'vb')
illusion : (2, 'nn')
tensions : (2, 'nns')
reflected : (2, 'vbn')
dated : (2, 'vbn')
deteriorating : (2, 'vbg')
three-man : (2, 'jj')
organs : (2, 'nns')
initially : (2, 'rb')
lest : (2, 'cs')
dangerously : (2, 'rb')
erroneous : (2, 'jj')
impunity : (2, 'nn')
strengthened : (2, 'vbn')
vietnam : (2, 'np-tl')
miscalculation : (2, 'nn')
well-informed : (2, 'jj')
salutary : (2, 'jj')
equation : (2, 'nn')
conversations : (2, 'nns')
disunity : (2, 'nn')
panic : (2, 'nn')
exploit : (2, 'vb')
mechanisms : (2, 'nns')
adaptation : (2, 'nn')
cancel : (2, 'vb')
aptly : (2, 'ql')
minorities : (2, 'nns')
generosity : (2, 'nn')
unified : (2, 'vbn')
responded : (2, 'vbd')
resourcefulness : (2, 'nn')
achieves : (2, 'vbz')
nourished : (2, 'vbn')
comradeship : (2, 'nn')
produces : (2, 'vbz')
wasteful : (2, 'jj')
loath : (2, 'jj')
temperament : (2, 'nn')
paradox : (2, 'nn')
framed : (2, 'vbn')
partners : (2, 'nns')
recruiting : (2, 'vbg')
caliber : (2, 'nn')
spreads : (2, 'vbz')
expressions : (2, 'nns')
stereotype : (2, 'nn')
coveted : (2, 'vbn')
exaggerate : (2, 'vb')
salaries : (2, 'nns')
intangibles : (2, 'nns')
derive : (2, 'vb')
underestimate : (2, 'vb')
reservoir : (2, 'nn')
students' : (2, 'nns$-tl')
structured : (2, 'vbn')
generated : (2, 'vbn')
fallen : (2, 'vbn')
jurisdictional : (2, 'jj')
squabbles : (2, 'nns')
trivial : (2, 'jj')
employers' : (2, 'nns$-tl')
undertakes : (2, 'vbz')
defective : (2, 'jj')
abuses : (2, 'nns')
evoked : (2, 'vbd')
rationale : (2, 'nn')
inform : (2, 'vb')
hypocrisy : (2, 'nn')
heavy-electrical-goods : (2, 'nns')
marginal : (2, 'jj')
enterprises : (2, 'nns')
muscles : (2, 'nns')
accuse : (2, 'vb')
implicit : (2, 'jj')
usefulness : (2, 'nn')
211 : (2, 'cd')
ideology : (2, 'nn')
penalties : (2, 'nns')
invoked : (2, 'vbn')
ineptness : (2, 'nn')
rational : (2, 'jj')
1933 : (2, 'cd')
landrum-griffin : (2, 'np-tl')
organizers : (2, 'nns')
exercise : (2, 'vb')
subsidy : (2, 'nn')
adam : (2, 'np')
combining : (2, 'vbg')
combinations : (2, 'nns')
hypocrisies : (2, 'nns')
vs. : (2, 'in')
mechanic : (2, 'nn')
monopolistic : (2, 'jj')
hoffa : (2, 'np')
amend : (2, 'vb')
airlines : (2, 'nns')
deemed : (2, 'vbn')
exemption : (2, 'nn')
steamship : (2, 'nn')
coal : (2, 'nn')
closed-door : (2, 'jj')
erupted : (2, 'vbd')
endure : (2, 'vb')
reacted : (2, 'vbd')
invaded : (2, 'vbn')
swarm : (2, 'vb')
southward : (2, 'rb')
sorts : (2, 'nns')
appeasement : (2, 'nn')
intrigue : (2, 'nn')
87th : (2, 'od')
breaching : (2, 'vbg')
namely : (2, 'rb')
dour : (2, 'jj')
suspicious : (2, 'jj')
constituents : (2, 'nns')
embarrassing : (2, 'vbg')
lukewarm : (2, 'jj')
electors : (2, 'nns')
thereupon : (2, 'rb')
oust : (2, 'vb')
shouted : (2, 'vbn')
speaker's : (2, 'nn$-tl')
barrel : (2, 'nn')
caucus : (2, 'nn')
smelling : (2, 'vbg')
arenas : (2, 'nns')
southerners : (2, 'nns-tl')
wilbur : (2, 'np')
traditionally : (2, 'rb')
filibuster : (2, 'nn')
mexico's : (2, 'np$-tl')
senate's : (2, 'np$')
three-fifths : (2, 'nns')
mere : (2, 'jj')
modification : (2, 'nn')
binding : (2, 'vbg')
hopefully : (2, 'rb')
perennial : (2, 'jj')
presiding : (2, 'vbg')
painful : (2, 'jj')
chore : (2, 'nn')
tight : (2, 'jj')
72nd : (2, 'od')
pros : (2, 'nns')
34 : (2, 'cd')
bogeyed : (2, 'vbd')
scrambled : (2, 'vbn')
agonizing : (2, 'jj')
composure : (2, 'nn')
visibly : (2, 'rb')
stared : (2, 'vbd')
jitters : (2, 'nns')
three-round : (2, 'jj')
mano : (2, 'fw-nn')
winnings : (2, 'nns')
threesome : (2, 'nn')
awed : (2, 'vbn')
instant : (2, 'jj')
instantly : (2, 'rb')
essentially : (2, 'rb')
conspicuously : (2, 'rb')
birdies : (2, 'nns')
roar : (2, 'nn')
landscape : (2, 'nn')
thunderous : (2, 'jj')
proceeded : (2, 'vbd')
rolling : (2, 'vbg')
fairways : (2, 'nns')
boldness : (2, 'nn')
dominate : (2, 'vb')
contemptuous : (2, 'jj')
earnest : (2, 'jj')
downhill : (2, 'rb')
four-wood : (2, 'nn')
hoping : (2, 'vbg')
you'd : (2, 'ppss+md')
switched : (2, 'vbd')
drives : (2, 'vbz')
sublime : (2, 'nn')
teammate : (2, 'nn')
borrowed : (2, 'vbn-hl')
grumble : (2, 'vb')
shrinking : (2, 'vbg')
home-run : (2, 'nn')
peril : (2, 'nn')
endurance : (2, 'nn')
amazing : (2, 'jj')
spurt : (2, 'nn')
greenberg : (2, 'np')
108 : (2, 'cd')
paces : (2, 'nns')
flourish : (2, 'vb')
roommates : (2, 'nns')
concede : (2, 'vb')
strikingly : (2, 'rb')
backgrounds : (2, 'nns')
minors : (2, 'nns')
miller's : (2, 'np$')
broadened : (2, 'vbn')
cooperative : (2, 'jj')
anecdote : (2, 'nn')
dumb : (2, 'jj')
benched : (2, 'vbn')
dutch : (2, 'np-tl')
heroes : (2, 'nns')
sportswriter : (2, 'nn')
vowed : (2, 'vbd')
ties : (2, 'nns')
zinc : (2, 'nn')
possess : (2, 'vb')
dug : (2, 'vbd')
fierce : (2, 'jj')
seconds : (2, 'nns')
swift : (2, 'np')
fielders : (2, 'nns')
weaker : (2, 'jjr')
appropriately : (2, 'ql')
startling : (2, 'jj')
1919 : (2, 'cd-tl')
conspired : (2, 'vbd')
caroline : (2, 'np')
sweater : (2, 'nn')
australia : (2, 'np')
ladies' : (2, 'nns$')
1940 : (2, 'cd')
classmates : (2, 'nns')
tapped : (2, 'vbn')
zealand : (2, 'np-tl')
stirling : (2, 'jj')
smothered : (2, 'vbn')
lazy : (2, 'jj')
sly : (2, 'jj')
headlines : (2, 'nns')
first-class : (2, 'jj')
boom : (2, 'nn')
barge : (2, 'nn')
lavishly : (2, 'rb')
klees : (2, 'nps')
hung : (2, 'vbn')
trusted : (2, 'vbn')
ernst : (2, 'np')
beyeler : (2, 'np')
prizes : (2, 'nns')
bare : (2, 'jj')
classrooms : (2, 'nns')
bootle : (2, 'np')
hamilton : (2, 'np')
evasive : (2, 'jj')
grads : (2, 'nns')
lure : (2, 'vb')
geneticist : (2, 'nn-tl')
57 : (2, 'cd')
discovering : (2, 'vbg')
maynard : (2, 'np')
wildly : (2, 'rb')
endowment : (2, 'nn')
heady : (2, 'jj')
recruit : (2, 'nn')
excite : (2, 'vb')
conjunction : (2, 'nn')
abandoning : (2, 'vbg')
long-range : (2, 'nn')
shuffle : (2, 'vb')
drag : (2, 'nn')
spared : (2, 'vbn')
spate : (2, 'nn')
resolutions : (2, 'nns')
penetrating : (2, 'jj')
coosa : (2, 'np-tl')
undertaking : (2, 'nn')
abundant : (2, 'jj')
area-wide : (2, 'jj')
replacing : (2, 'vbg')
removes : (2, 'vbz')
emmerich : (2, 'np')
demonstrating : (2, 'vbg')
touring : (2, 'vbg')
chin : (2, 'nn')
assassination : (2, 'nn')
benefactor : (2, 'nn')
caribbean : (2, 'np')
deaths : (2, 'nns')
schemes : (2, 'nns')
betancourt : (2, 'np')
venezuela : (2, 'np')
venezuelan : (2, 'jj')
uncovered : (2, 'vbn')
benefactor's : (2, 'nn$')
overflowing : (2, 'vbg')
chanted : (2, 'vbn')
trujillo's : (2, 'np$')
puzzle : (2, 'vb')
precious : (2, 'jj')
creates : (2, 'vbz')
authoritarianism : (2, 'nn')
breathe : (2, 'vb')
cabin : (2, 'nn')
presenting : (2, 'vbg')
barricades : (2, 'nns')
dismemberment : (2, 'nn')
ulbricht : (2, 'np')
wartime : (2, 'nn')
recognizing : (2, 'vbg')
stiffening : (2, 'nn')
endless : (2, 'jj')
valleys : (2, 'nns')
zoo : (2, 'nn')
specimens : (2, 'nns')
unbroken : (2, 'jj')
whisky : (2, 'nn')
prohibition : (2, 'nn')
hard-liquor : (2, 'nn')
broadcasters : (2, 'nns-tl')
distilled : (2, 'vbn-tl')
ads : (2, 'nns')
glamour : (2, 'nn')
faction : (2, 'nn')
awkward : (2, 'jj')
livelier : (2, 'jjr')
shortcomings : (2, 'nns')
regulars : (2, 'nns')
bosses : (2, 'nns')
softly : (2, 'rb')
dealings : (2, 'nns')
tempted : (2, 'vbn')
casualties : (2, 'nns')
unreasonable : (2, 'jj')
militant : (2, 'jj')
seal : (2, 'nn')
awaits : (2, 'vbz')
overwhelming : (2, 'jj')
etv : (2, 'nn')
flourished : (2, 'vbd')
forceful : (2, 'jj')
growl : (2, 'nn')
dramas : (2, 'nns')
sensibly : (2, 'rb')
persuading : (2, 'vbg')
upper : (2, 'jj-tl')
fighter : (2, 'nn')
murderers : (2, 'nns')
italians : (2, 'nps')
anarchy : (2, 'nn')
incapable : (2, 'jj')
weak : (2, 'jj')
mandate : (2, 'nn')
inconsistent : (2, 'jj')
urge : (2, 'vb')
applicable : (2, 'jj')
abiding : (2, 'vbg')
dimensions : (2, 'nns')
propel : (2, 'vb')
philosopher : (2, 'nn')
domes : (2, 'nns-hl')
algerian : (2, 'jj-tl')
demurrer : (2, 'nn')
rations : (2, 'nns')
customer : (2, 'nn')
suspension : (2, 'nn')
maze : (2, 'nn')
desperately : (2, 'rb')
tshombe : (2, 'np')
courageously : (2, 'rb')
miami's : (2, 'np$')
hardest : (2, 'jjt')
dissenting : (2, 'vbg-hl')
goodbody : (2, 'np')
graves : (2, 'np-tl')
ventures : (2, 'nns')
yielded : (2, 'vbd')
worthwhile : (2, 'jj')
florida's : (2, 'np$')
complaints : (2, 'nns')
progressed : (2, 'vbd')
wizard : (2, 'nn')
germany's : (2, 'np$')
captive : (2, 'nn')
vigorously : (2, 'rb')
firmness : (2, 'nn')
draws : (2, 'vbz')
blanket : (2, 'vb')
un-american : (2, 'jj')
subversive : (2, 'jj')
disagrees : (2, 'vbz')
politically : (2, 'rb')
affinity : (2, 'nn')
offshore : (2, 'jj')
unlimited : (2, 'jj')
developers : (2, 'nns')
california's : (2, 'np$')
anti-secrecy : (2, 'jj')
dismaying : (2, 'jj')
objections : (2, 'nns')
commissions : (2, 'nns')
intent : (2, 'jj')
guarantees : (2, 'vbz')
plug : (2, 'vb')
continuously : (2, 'rb')
balaguer : (2, 'np')
restoration : (2, 'nn-tl')
trujillos : (2, 'nps')
unilateral : (2, 'jj')
automation : (2, 'nn')
successes : (2, 'nns')
innovation : (2, 'nn')
subordinates : (2, 'nns')
specialist : (2, 'nn')
predicting : (2, 'vbg')
hurricane : (2, 'nn-tl')
convictions : (2, 'nns')
washington's : (2, 'np$')
hodges' : (2, 'np$')
reluctance : (2, 'nn')
herons : (2, 'nns')
preserves : (2, 'nns')
recreation : (2, 'nn')
joyride : (2, 'nn')
expecting : (2, 'vbg')
recruits : (2, 'nns')
diet : (2, 'nn')
culture : (2, 'nn')
area's : (2, 'nn$')
reflects : (2, 'vbz')
region's : (2, 'nn$')
confined : (2, 'vbn')
stimulating : (2, 'jj')
carbondale : (2, 'np')
clair : (2, 'np')
shy : (2, 'vb')
reformers : (2, 'nns')
tiger : (2, 'nn')
shame : (2, 'nn')
refugees : (2, 'nns')
batista's : (2, 'np$')
eagle : (2, 'nn')
guerrillas : (2, 'nns')
instructional : (2, 'jj')
lyndon : (2, 'np')
dalton : (2, 'np')
gravest : (2, 'jjt')
instructions : (2, 'nns')
nonpartisan : (2, 'jj')
geographic : (2, 'jj')
u.s.s.r. : (2, 'np')
irrelevant : (2, 'jj')
subservient : (2, 'jj')
man-made : (2, 'jj')
budgets : (2, 'nns')
overriding : (2, 'vbg')
heretofore : (2, 'rb')
enlargement : (2, 'nn')
selecting : (2, 'vbg')
horn : (2, 'nn')
publishers : (2, 'nns')
editors : (2, 'nns')
provinces : (2, 'nns')
psychological : (2, 'jj')
opportunities : (2, 'nns')
accuses : (2, 'vbz')
stamps : (2, 'nns')
bulk : (2, 'nn')
trembling : (2, 'vbg')
blossom : (2, 'np')
grey : (2, 'jj')
1941 : (2, 'cd')
dairy : (2, 'nn')
tomatoes : (2, 'nns')
grudge : (2, 'nn')
pastor : (2, 'nn')
implies : (2, 'vbz')
till : (2, 'cs')
saith : (2, 'vbz')
meaningful : (2, 'jj')
girlish : (2, 'jj')
lovers : (2, 'nns')
frighten : (2, 'vb')
honesty : (2, 'nn')
breathless : (2, 'jj')
wonders : (2, 'vbz')
periods : (2, 'nns')
enchanting : (2, 'jj')
jokes : (2, 'nns')
cartoons : (2, 'nns')
cynics : (2, 'nns')
earthly : (2, 'jj')
infinite : (2, 'jj')
sinners : (2, 'nns')
suffers : (2, 'vbz')
cloth : (2, 'nn')
pleasantly : (2, 'rb')
podger's : (2, 'np$')
breath-taking : (2, 'jj')
phenomenon : (2, 'nn')
gravely : (2, 'rb')
cocoon : (2, 'nn')
alacrity : (2, 'np')
chilly : (2, 'jj')
purring : (2, 'vbg')
rivaled : (2, 'vbd')
peacefully : (2, 'rb')
resorting : (2, 'vbg')
grades : (2, 'nns')
tolerant : (2, 'jj')
rebuff : (2, 'nn')
radical : (2, 'jj')
neighborhoods : (2, 'nns')
ashamed : (2, 'jj')
sprung : (2, 'vbn')
freeways : (2, 'nns')
invading : (2, 'vbg')
alternately : (2, 'rb')
soggy : (2, 'jj')
courtesy : (2, 'nn-hl')
unequivocally : (2, 'rb')
out-of-town : (2, 'jj')
thinker : (2, 'nn')
versa : (2, 'rb')
thumb : (2, 'nn')
fault : (2, 'nn')
autism : (2, 'nn')
psychiatrist : (2, 'nn')
uncomfortable : (2, 'jj')
dear : (2, 'jj')
nervous : (2, 'jj')
enjoying : (2, 'vbg')
immature : (2, 'jj')
paint : (2, 'vb')
rug : (2, 'nn')
versions : (2, 'nns')
crewel : (2, 'nn')
bronze : (2, 'nn')
upholstery : (2, 'nn')
typically : (2, 'rb')
revered : (2, 'vbn')
top-drawer : (2, 'nn')
cdc's : (2, 'nn')
pre-primary : (2, 'nn')
lesser : (2, 'jjr')
afar : (2, 'rn')
volunteer : (2, 'vb')
hierarchy : (2, 'nn')
boundaries : (2, 'nns')
weakest : (2, 'jjt')
hopefuls : (2, 'nns')
plainly : (2, 'rb')
strategists : (2, 'nns')
ziffren : (2, 'np')
translate : (2, 'vb')
consistency : (2, 'nn')
hysteria : (2, 'nn')
artificially : (2, 'rb')
exercises : (2, 'nns')
revival : (2, 'nn')
prolonged : (2, 'vbn')
currents : (2, 'nns')
sochi : (2, 'np')
mccloy : (2, 'np')
warsaw : (2, 'np')
terrible : (2, 'jj-tl')
weeklies : (2, 'nns')
subscribers : (2, 'nns')
fanny : (2, 'np')
ziegfeld : (2, 'np-tl')
anxious : (2, 'jj')
dazzling : (2, 'vbg')
billie : (2, 'np')
glitter : (2, 'nn')
convicts : (2, 'nns')
lock : (2, 'nn')
catering : (2, 'vbg')
aristotle : (2, 'np')
bust : (2, 'nn')
lucius : (2, 'np')
recalling : (2, 'vbg')
korean : (2, 'jj')
autograph : (2, 'nn')
translation : (2, 'nn')
1611 : (2, 'cd')
translations : (2, 'nns')
readings : (2, 'nns')
perusal : (2, 'nn')
archaic : (2, 'jj')
baptism : (2, 'nn')
galilee : (2, 'np')
righteousness : (2, 'nn')
heavens : (2, 'nns')
alight : (2, 'jj')
sermon : (2, 'nn')
congregational : (2, 'jj-tl')
leathers : (2, 'nns')
unlined : (2, 'jj')
softness : (2, 'nn')
toe : (2, 'nn')
dressy : (2, 'jj')
pumps : (2, 'nns')
pastel : (2, 'nn')
hues : (2, 'nns')
tintable : (2, 'jj')
blend : (2, 'vb')
throats : (2, 'nns')
straws : (2, 'nns')
weaves : (2, 'nns')
lacey : (2, 'jj')
straw : (2, 'nn')
collar : (2, 'nn')
throat : (2, 'nn')
broxodent : (2, 'np')
razor : (2, 'nn')
dentists : (2, 'nns')
bristles : (2, 'nns')
brushing : (2, 'nn')
crowned : (2, 'vbn')
disease : (2, 'nn')
disorders : (2, 'nns')
numbness : (2, 'nn-hl')
symptom : (2, 'nn')
bones : (2, 'nns')
baths : (2, 'nns')
glands : (2, 'nns')
shower : (2, 'nn')
gland : (2, 'nn')
gap : (2, 'nn-tl')
catalogue : (2, 'nn')
eclectic : (2, 'jj')
decca : (2, 'np')
nehru : (2, 'np')
playwright : (2, 'nn')
specialization : (2, 'nn')
albums : (2, 'nns')
dover : (2, 'np')
portuguese : (2, 'jj')
lincoln's : (2, 'np$')
bonus : (2, 'nn')
instituted : (2, 'vbn')
hillyer : (2, 'np')
rca : (2, 'nn')
wondering : (2, 'vbg')
freely : (2, 'rb')
bull's-eye : (2, 'nn')
verbal : (2, 'jj')
explanations : (2, 'nns')
substitutes : (2, 'nns')
magazines : (2, 'nns')
playmate : (2, 'nn')
louder : (2, 'jjr')
grad : (2, 'nn-tl')
thrown : (2, 'vbn')
ebullient : (2, 'jj')
lilting : (2, 'vbg')
laughter : (2, 'nn')
woodsmoke : (2, 'nn')
undergraduates : (2, 'nns')
glances : (2, 'nns')
dream : (2, 'nn-tl')
strolling : (2, 'vbg')
wry : (2, 'jj')
embrace : (2, 'nn')
wears : (2, 'vbz')
akin : (2, 'jj')
wet : (2, 'jj')
wisely : (2, 'rb')
capture : (2, 'vb')
seeming : (2, 'vbg')
distressed : (2, 'vbn')
repeating : (2, 'vbg')
anticipate : (2, 'vb')
distress : (2, 'nn')
tobacco : (2, 'nn')
underscored : (2, 'vbd')
pre-legislative : (2, 'jj')
accelerating : (2, 'vbg')
admire : (2, 'vb')
grossly : (2, 'rb')
hampshire : (2, 'np-tl')
utilizing : (2, 'vbg')
editorials : (2, 'nns')
kent : (2, 'np-tl')
relation : (2, 'nn')
waste : (2, 'nn')
migrant : (2, 'jj')
gabrielle : (2, 'np')
bless : (2, 'vb')
snowstorm : (2, 'nn')
immensely : (2, 'rb')
disabled : (2, 'vbn')
manifest : (2, 'jj')
observe : (2, 'vb')
hospitalization : (2, 'nn')
a.m.a. : (2, 'np')
frustration : (2, 'nn')
sympathetically : (2, 'rb')
prepare : (2, 'vb')
subsidize : (2, 'vb')
husband's : (2, 'nn$')
week-ends : (2, 'nns')
sundays : (2, 'nrs')
freezing : (2, 'vbg')
clarified : (2, 'vbd')
flag : (2, 'nn')
proprietors : (2, 'nns')
premises : (2, 'nns')
advise : (2, 'vb-tl')
criticize : (2, 'vb')
depaul : (2, 'np-tl')
liberace : (2, 'np')
unskilled : (2, 'jj')
192 : (2, 'cd')
proportion : (2, 'nn')
congresswoman : (2, 'nn-tl')
disagree : (2, 'vb')
harmful : (2, 'jj')
regulations : (2, 'nns')
intelligence : (2, 'nn')
gizenga : (2, 'np')
denounce : (2, 'vb')
katangans : (2, 'nps')
freeholders : (2, 'nns')
certify : (2, 'vb')
trades : (2, 'nns')
praises : (2, 'vbz')
hasten : (2, 'vb')
toll : (2, 'nn')
peep : (2, 'nn-tl')
fossilized : (2, 'vbn')
cypress : (2, 'nn')
constructed : (2, 'vbn')
boat : (2, 'nn')
prohibiting : (2, 'vbg')
converse : (2, 'nn')
resurgence : (2, 'nn')
well-known : (2, 'jj')
folly : (2, 'nn')
austria : (2, 'np')
refusing : (2, 'vbg')
expulsion : (2, 'nn')
preceding : (2, 'vbg')
buffer : (2, 'nn')
expelled : (2, 'vbn')
eighty-seventh : (2, 'od-tl')
undone : (2, 'vbn')
prevents : (2, 'vbz')
perilous : (2, 'jj')
expose : (2, 'nn')
departing : (2, 'vbg')
woodside : (2, 'np')
donate : (2, 'vb')
cavanagh : (2, 'np')
inspiration : (2, 'nn')
brave : (2, 'jj')
ghost : (2, 'nn')
trimmer : (2, 'np')
automobiles : (2, 'nns')
dropouts : (2, 'nns')
tremble : (2, 'vb')
hymn : (2, 'nn')
everlasting : (2, 'jj')
sixteen : (2, 'cd')
jagan : (2, 'np')
educated : (2, 'vbn')
proves : (2, 'vbz')
posthumous : (2, 'jj')
expression : (2, 'nn')
widen : (2, 'vb')
fairmount : (2, 'np')
feeding : (2, 'nn')
stamp : (2, 'nn')
rapists : (2, 'nns')
creatures : (2, 'nns')
calisthenics : (2, 'nns')
ideals : (2, 'nns')
stans : (2, 'np')
fairness : (2, 'nn')
connected : (2, 'vbn')
augmented : (2, 'vbd')
30- : (2, 'cd')
threatens : (2, 'vbz')
embark : (2, 'vb')
accurately : (2, 'rb')
vulnerable : (2, 'jj')
risky : (2, 'jj')
strauss : (2, 'np')
anger : (2, 'nn')
strives : (2, 'vbz')
orbit : (2, 'nn')
perfectly : (2, 'rb')
crossman : (2, 'np')
risen : (2, 'vbn')
arrivals : (2, 'nns')
gallant : (2, 'jj')
intransigence : (2, 'nn')
tales : (2, 'nns')
cromwell : (2, 'np')
hanged : (2, 'vbn')
crowded : (2, 'vbn')
applauding : (2, 'vbg')
complicated : (2, 'vbn')
gentleman : (2, 'nn-tl')
sole : (2, 'jj')
mobilized : (2, 'vbn')
moloch : (2, 'np')
accompaniment : (2, 'nn')
civilized : (2, 'vbn')
census : (2, 'nn')
midsummer : (2, 'nn')
reminder : (2, 'nn')
happiest : (2, 'jjt')
stubborn : (2, 'jj')
persuaded : (2, 'vbn')
preferable : (2, 'jj')
dose : (2, 'nn')
succeeding : (2, 'vbg')
cynical : (2, 'jj')
irresponsible : (2, 'jj')
detonated : (2, 'vbn')
devices : (2, 'nns')
imperative : (2, 'nn')
biological : (2, 'jj')
phs : (2, 'nn')
conclude : (2, 'vb')
indeterminate : (2, 'jj-tl')
childhood : (2, 'nn')
aec : (2, 'nn')
resuming : (2, 'vbg-hl')
mid : (2, 'jj')
prevailing : (2, 'vbg')
wholly : (2, 'rb')
historically : (2, 'rb')
unpopular : (2, 'jj')
exploited : (2, 'vbn')
contaminated : (2, 'vbn')
sane : (2, 'jj')
contamination : (2, 'nn')
militarily : (2, 'rb')
justifiable : (2, 'jj')
radically : (2, 'rb')
protestant : (2, 'jj')
temptation : (2, 'nn')
6.9 : (2, 'cd')
unbalanced : (2, 'vbn')
reassuring : (2, 'vbg')
extravagant : (2, 'jj')
similarly : (2, 'rb')
neglected : (2, 'vbn-tl')
persists : (2, 'vbz')
protestants : (2, 'nps')
lebanese : (2, 'nps')
unmistakable : (2, 'jj')
thoughts : (2, 'nns')
chiang : (2, 'np')
duke's : (2, 'nn$')
interpreter : (2, 'nn')
skill : (2, 'nn')
cultivated : (2, 'vbn')
defy : (2, 'vb')
ensure : (2, 'vb')
poverty : (2, 'nn')
hostile : (2, 'jj')
religion : (2, 'nn')
algeria : (2, 'np')
inhuman : (2, 'jj')
arrives : (2, 'vbz')
invite : (2, 'vb')
quemoy : (2, 'np')
flux : (2, 'nn')
gestures : (2, 'nns')
rags : (2, 'nns')
tap : (2, 'nn')
bone : (2, 'nn')
spine : (2, 'nn')
cycles : (2, 'nns')
suez : (2, 'np')
introduce : (2, 'vb')
nkrumah : (2, 'np')
suez-hungary : (2, 'np')
unoriginals : (2, 'nns')
scan : (2, 'vb')
bestseller : (2, 'nn')
musicals : (2, 'nns')
mi : (2, 'np')
conquering : (2, 'vbg-tl')
dry : (2, 'jj')
adapters : (2, 'nns')
off-broadway : (2, 'nn')
cooch : (2, 'np')
terpers : (2, 'nps')
burlesque : (2, 'jj')
orchestras : (2, 'nns')
alien : (2, 'jj')
shifts : (2, 'nns')
continuum : (2, 'nn')
breathing : (2, 'vbg')
sends : (2, 'vbz')
speeds : (2, 'nns')
ecstatic : (2, 'jj')
improvisations : (2, 'nns')
crawls : (2, 'nns')
tips : (2, 'nns')
pot : (2, 'nn')
sol : (2, 'np')
abdomen : (2, 'nn')
veils : (2, 'nns')
gypsy : (2, 'nn')
marlene : (2, 'np')
brazilian : (2, 'np')
turtleneck : (2, 'nn')
sweaters : (2, 'nns')
tormented : (2, 'vbn')
devil : (2, 'nn')
emotional : (2, 'jj')
cried : (2, 'vbd')
somber : (2, 'jj')
cigarette : (2, 'nn')
unabashed : (2, 'jj')
unrelieved : (2, 'jj')
